#plot-number-year,,,,#reformated,"#unsure, counts","#unsure, counts",,,#,,,,
nest_id,year,species,date,yyyymmdd,eggs,young,dead_young,stage,adult_status,young_status,min_yng,max_yng,notes
Playground N1 24,2024,Bobolink,2024-06-25T13:16:09,,0,4,0,,fa,fy,,,"Jane saw 4 healthy young babies in the nest before 3 jumped out! male and female adults stayed nearby with food in their mouths, and guarding the nest. Alyssa was using the tractor to stack the playground bales while I was visiting the nest."
Playground N1 24,2024,Bobolink,2024-06-27T11:12:37,,0,0,0,,va,no,,,empty nest but a male and female remained near by 
Playground N1 24,2024,Bobolink,2024-07-01T00:00,,0,0,0,,va,no,,,"Jane: flushed 1 flying baby in the mowed field closer to tbe road to Zoe’s (male and female adults both flying in and near upper edge as I walked through the refuge. could not tel whether adults had food, they both flew around and were guarding the mowed area between the refuge and the road to Zoe’s.) "
barberry 2025,2025,Red-winged Blackbird,2025-06-17T12:00,,0,3,0,,no,py,,,
Briar N1 ,2025,Bobolink,2025-06-10T12:00,,0,5,0,,aa,ny,,,"Leah, female flushed, red clover"
Briar N1 ,2025,Bobolink,2025-06-13T12:00,,0,5,0,,va,py,,,
Briar N1 ,2025,Bobolink,2025-06-16T12:00,,0,0,0,,va,,,,
Briar N2 25,2025,Bobolink,2025-06-10T12:00,,5,,,,aa,,,,
Briar N2 25,2025,Bobolink,2025-06-13T12:00,,5,,,,va,no,,,
Briar N2 25,2025,Bobolink,2025-06-16T12:00,,5,,,,no,,,,
Briar N2 25,2025,Bobolink,2025-06-19T12:00,,2,3,,,aa,hy,,,
Briar N2 25,2025,Bobolink,2025-06-23T12:00,,u,3,0,,va,py,,,
Briar N2 25,2025,Bobolink,2025-06-26T12:00,,1,0,0,,va,no,,,"fledged, remaining egg will likely not hatch"
p 8N2 2025,2025,Bobolink,2025-06-03T12:00,,,4,,,,,,,
p 8N2 2025,2025,Bobolink,2025-06-03T12:00,,,,,,va,hy,,,
p 8N2 2025,2025,Bobolink,2025-06-03T12:00,,,,,,,,,,
p 8N2 2025,2025,Bobolink,2025-06-05T12:00,,0,1,,,va,ny,,,
p 8N2 2025,2025,Bobolink,2025-06-09T12:00,,0,1,,,va,py,,,"at least 10 males and 3 females around, many of them alarm sounding as I checked the nest. young seemed to be sleeping did not open eyes though had pin feathers. seems rather large.."
p 8N2 2025,2025,Bobolink,2025-06-13T12:00,,0,0,0,,va,no,,,"nest completely empty, no young or egg shells around"
P1 N2 25,2025,,2025-06-23T12:00,,1,3,0,,aa,ny,,,
p10n1,2025,Savannah Sparrow,2025-05-27T12:00,,4,0,0,,aa,no,,,flushed female. found by chance
p10n1,2025,Savannah Sparrow,2025-05-27T12:00,,,,,,,,,,
p10n1,2025,Savannah Sparrow,2025-05-28T12:00,,4,,,,no,,,,
p10n1,2025,Savannah Sparrow,2025-06-01T00:00,,4,0,0,,aa,no,,,
p10n1,2025,Savannah Sparrow,2025-06-05T12:00,,1,3,,,aa,hy,,,
p10n1,2025,Savannah Sparrow,2025-06-08T12:00,,0,0,0,,,,,,
p10n1,2025,Savannah Sparrow,2025-06-09T12:00,,0,0,0,,no,,,,removed posts and ended attempt
P11 N2 25,2025,Bobolink,2025-06-11T12:00,,,5,,,va,py,,,
P11 N2 25,2025,Bobolink,2025-06-16T12:00,,0,0,0,,no,no,,,
P11N125,2025,Bobolink,2025-06-05T12:00,,5,0,0,,aa,no,,,
P11N125,2025,Bobolink,2025-06-09T12:00,,5,,,,va,,,,
P11N125,2025,Bobolink,2025-06-13T12:00,,0,4,,,aa,ny,,,
P11N125,2025,Bobolink,2025-06-16T12:00,,,4,,,va,py,,,
P11N125,2025,Bobolink,2025-06-19T12:00,,0,4,0,,va,fy,,,
P11N125,2025,Bobolink,2025-06-23T12:00,,0,0,0,,va,no,,,looks like they have fledged!
P12 N3 25,2025,Bobolink,2025-06-17T12:00,,1,3,0,,va,ny,,,
P12 N3 25,2025,Bobolink,2025-06-19T12:00,,,3,,,va,py,,,"M and F adults 20 feet away in the grass, flew off and alarm called as we approached the nest "
P12 N3 25,2025,Bobolink,2025-06-23T12:00,,1,1,,,va,,,,"others likely fledged, last one should do so as well soon"
P12 N3 25,2025,Bobolink,2025-06-26T12:00,,1,0,0,,va,,,,removed posts
P12 N4 25,2025,Bobolink,2025-06-19T12:00,,5,,,,aa,,,,
P12 N4 25,2025,Bobolink,2025-06-23T12:00,,0,0,0,,no,,,,"nest empty, despite finding it with eggs on friday. one pole was slightly askew. something may have gotten them"
p12n22025,2025,Bobolink,2025-05-30T12:00,,6,0,0,,aa,no,,,
p12n22025,2025,Bobolink,2025-06-02T12:00,,6,0,0,,no,no,,,
p12n22025,2025,Bobolink,2025-06-05T12:00,,6,0,,,va,,,,
p12n22025,2025,Bobolink,2025-06-08T12:00,,,5,,,,ny,,,
p12n22025,2025,Bobolink,2025-06-11T12:00,,,5,,,aa,py,,,
p12n22025,2025,Bobolink,2025-06-16T12:00,,0,4,0,,va,fy,,,many adults on high alert while I was visiting. probably one already left the nest..feces right on the rim of the nest
p12n22025,2025,Bobolink,2025-06-19T12:00,,0,0,0,,,,,,
p13 n1 2025,2025,Bobolink,2025-05-27T12:00,,4,0,0,,aa,no,,,flushed female. found by chance. 
p13 n1 2025,2025,Bobolink,2025-05-28T12:00,,5,,,,aa,,,,
p13 n1 2025,2025,Bobolink,2025-06-01T00:00,,6,0,0,,no,no,,,
p13 n1 2025,2025,Bobolink,2025-06-05T12:00,,6,,,,aa,,,,
p13 n1 2025,2025,Bobolink,2025-06-08T12:00,,6,0,0,,aa,,,,
p13 n1 2025,2025,Bobolink,2025-06-11T12:00,,1,5,,,va,ny,,,
p13 n1 2025,2025,Bobolink,2025-06-16T12:00,,0,4,0,,va,fy,,,"6pm check 
many adults (10+ males and several females very actively guarding the whole area in plot 12 and lower edge of plot 13 "
p13 n1 2025,2025,Bobolink,2025-06-19T12:00,,0,0,1,,no,,,,
P13 N2 25,2025,Bobolink,2025-06-05T12:00,,0,4,0,,aa,ny,,,
P13 N2 25,2025,Bobolink,2025-06-08T12:00,,,4,,,,py,,,"All eyes were closed, but feather growth more prominant than ""naked young"" status. -Kate"
P13 N2 25,2025,Bobolink,2025-06-11T12:00,,,4,,,va,py,,,
P13 N2 25,2025,Bobolink,2025-06-12T12:00,,2,4,,,aa,ny,,,this visit and photo logged by mistake! this photo is from P21 N2
P13 N2 25,2025,Bobolink,2025-06-16T12:00,,0,0,0,,va,no,,,
p15n12025,2025,Bobolink,2025-05-30T12:00,,4,0,0,,aa,no,,,
p15n12025,2025,Bobolink,2025-06-02T12:00,,4,0,0,,va,no,,,
p15n12025,2025,Bobolink,2025-06-05T12:00,,2,2,,,va,hy,,,
p15n12025,2025,Bobolink,2025-06-08T12:00,,1,1,,,,py,,,
p15n12025,2025,Bobolink,2025-06-11T12:00,,0,1,,,va,py,,,
p15n12025,2025,Bobolink,2025-06-16T12:00,,1,0,0,,no,no,,,
p15n12025,2025,Bobolink,2025-06-20T12:00,,1,0,0,,no,no,,,
P16 N1 25,2025,Savannah Sparrow,2025-06-03T12:00,,4,,,,aa,,,,
P16 N1 25,2025,Savannah Sparrow,2025-06-04T04:29,,,,,,no,,,,could not find the nest at all and seems to be abandoned after cattle were grazing there overnight
P16 Probable1 25,2025,Bobolink,2025-06-27T12:00,,,,,,va,,,,
P2,2025,Bobolink,2025-05-29T13:14:23,,5,,,,aa,,,,"found by Kate through observation and then flushing female early the next morning, then searching in the afternoon.  "
P2,2025,Bobolink,2025-06-03T00:00,,,,,,,,,,Nest was found but not intact
p21 n1 2025,2025,Bobolink,2025-05-27T12:00,,4,0,0,,aa,no,,,"in slightly taller denser grass plantain clover. orchard grass and vernal. 6”/18”, surrounding 3”, 12”"
p21 n1 2025,2025,Bobolink,2025-05-28T12:00,,4,,,,,,,,
p21 n1 2025,2025,Bobolink,2025-06-02T12:00,,4,,,,va,,,,
p21 n1 2025,2025,Bobolink,2025-06-05T12:00,,4,,,,va,,,,
p21 n1 2025,2025,Bobolink,2025-06-09T12:00,,,4,,,va,ny,,,
p21 n1 2025,2025,Bobolink,2025-06-12T12:00,,0,4,,,va,py,,,
p21 n1 2025,2025,Bobolink,2025-06-17T12:00,,0,0,0,,va,no,,,at least 4 females and 2 males on high alert during visit
p21 n1 2025,2025,Bobolink,2025-06-23T00:00,,,,,,,,,,
p21 n2 2025,2025,Bobolink,2025-05-27T12:00,,5,0,0,,aa,no,,,12” tall vetch and orchard grass. og flowering 24”.  
p21 n2 2025,2025,Bobolink,2025-05-28T12:00,,6,,,,aa,,,,
p21 n2 2025,2025,Bobolink,2025-06-02T12:00,,6,,,,va,,,,
p21 n2 2025,2025,Bobolink,2025-06-05T12:00,,6,,,,aa,no,,,
p21 n2 2025,2025,Bobolink,2025-06-08T12:00,,6,,,,aa,,,,
p21 n2 2025,2025,Bobolink,2025-06-09T12:00,,5,1,,,va,hy,,,
p21 n2 2025,2025,Bobolink,2025-06-12T12:00,,2,4,,,aa,ny,,,
p21 n2 2025,2025,Bobolink,2025-06-17T12:00,,0,4,0,,va,fy,,,4 females and 2 males on high alert in nearby rose bush during visit
p21 n2 2025,2025,Bobolink,2025-06-20T12:00,,1,4,0,,va,fy,,,"one fledgling is partially out of the nest, so they will likely fledge soon"
p21 n2 2025,2025,Bobolink,2025-06-23T00:00,,2,0,0,,va,no,,,
p2n12025,2025,Bobolink,2025-05-29T12:00,,5,0,0,,aa,no,,,
p2n12025,2025,Bobolink,2025-06-02T12:00,,5,0,0,,aa,no,,,
p2n12025,2025,Bobolink,2025-06-05T12:00,,5,0,0,,aa,,,,
p2n12025,2025,Bobolink,2025-06-09T12:00,,5,,,,aa,,,,
p2n12025,2025,Bobolink,2025-06-11T12:00,,1,4,,,no,ny,,,
p2n12025,2025,Bobolink,2025-06-16T12:00,,,4,,,va,py,,,
p2n12025,2025,Bobolink,2025-06-19T12:00,,,2,,,aa,fy,,,
p2n12025,2025,Bobolink,2025-06-23T12:00,,0,0,0,,no,,,,
P6 Probable1,2025,Bobolink,2025-06-19T12:00,,,1,,,fa,,,,
p7 n1 25,2025,Savannah Sparrow,2025-05-29T12:00,,4,0,0,,aa,no,,,
p7 n1 25,2025,Savannah Sparrow,2025-06-01T12:00,,4,0,0,,,,,,
p7 n1 25,2025,Savannah Sparrow,2025-06-05T12:00,,4,,,,aa,,,,
p7 n1 25,2025,Savannah Sparrow,2025-06-09T12:00,,0,4,,,aa,ny,,,
p7 n1 25,2025,Savannah Sparrow,2025-06-09T12:00,,,,,,,,,,
p7 n1 25,2025,Savannah Sparrow,2025-06-13T12:00,,,4,,,aa,py,,,
p7 n1 25,2025,Savannah Sparrow,2025-06-16T12:00,,0,0,0,,no,no,,,
P8 N1 25,2025,Bobolink,2025-05-28T12:00,,3,0,0,,aa,,,,
P8 N1 25,2025,Bobolink,2025-06-01T12:00,,5,0,0,,va,,,,
P8 N1 25,2025,Bobolink,2025-06-05T12:00,,5,,,,va,,,,
P8 N1 25,2025,Bobolink,2025-06-09T12:00,,5,,,,va,,,,be careful—nest under tangly vetch dense veg in this area
P8 N1 25,2025,Bobolink,2025-06-13T12:00,,1,4,,,va,ny,,,ignore pic of empty nest
P8 N1 25,2025,Bobolink,2025-06-16T12:00,,0,3,0,,va,ny,,,couldn’t tell if there was another young one or egg under there
P8 N1 25,2025,Bobolink,2025-06-19T12:00,,1,1,0,,va,py,,,
P8 N1 25,2025,Bobolink,2025-06-23T12:00,,0,0,0,,va,,,,4 M 2F at minimum adults present and alert  in close vicinity 
P8 N3 25,2025,Bobolink,2025-06-12T12:00,,,4,,,va,ny,,,
P8 N3 25,2025,Bobolink,2025-06-16T12:00,,,4,0,,no,fy,,,
P8 N3 25,2025,Bobolink,2025-06-19T12:00,,0,0,0,,va,,,,"3 very vocal females nearby
saw a fly-hopping fledgeling yesterday but that seems too soon for this nest."
